Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts,Image URL
2018-11-07,Mo Bamba,Sheck Wes,4,6,4,9,https://charts-static.billboard.com/img/2018/09/sheck-wes-fiq-180x180.jpg
2018-11-07,Lucid Dreams,Juice WRLD,5,4,1,24,https://charts-static.billboard.com/img/2018/05/juice-wrld-as8-lucid-dreams-q7f-180x180.jpg
2018-11-07,Taki Taki,DJ Snake Featuring Selena Gomez| Ozuna & Cardi B,6,5,5,5,https://charts-static.billboard.com/img/2013/12/dj-snake-ncv-87x87.jpg
2018-11-07,MIA,Bad Bunny Featuring Drake,7,7,3,3,https://charts-static.billboard.com/img/2018/10/bad-bunny-xva-mia-n47-180x180.jpg
2018-11-07,Money,Cardi B,8,8,1,-,https://charts-static.billboard.com/img/2018/11/cardi-b-7bz-money-z9y-180x180.jpg
2018-11-07,Without Me,Halsey,9,18,9,4,https://charts-static.billboard.com/img/2018/10/halsey-000-without-me-fsb-180x180.jpg
2018-11-07,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,10,11,2,15,https://charts-static.billboard.com/img/2018/08/tekashi-6ix9ine-4dg-fefe-gpc-180x180.jpg
2018-11-07,Happier,Marshmello & Bastille,11,13,11,8,https://charts-static.billboard.com/img/2018/08/marshmello-fo3-happier-p74-180x180.jpg
2018-11-07,In My Feelings,Drake,12,10,1,18,https://charts-static.billboard.com/img/2018/07/drake-04g-in-my-feelings-591-180x180.jpg
2018-11-07,Girls Like You,Maroon 5 Featuring Cardi B,13,12,5,22,https://charts-static.billboard.com/img/2018/06/maroon-5-kks-girls-like-you-32b-180x180.jpg
2018-11-07,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,14,14,1,-,https://charts-static.billboard.com/img/2017/01/xxxtentacion-dms-180x180.jpg
2018-11-07,Better Now,Post Malone,15,14,4,27,https://charts-static.billboard.com/img/2015/06/post-malone-8b5-180x180.jpg
2018-11-07,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,16,8,8,2,https://charts-static.billboard.com/img/2018/10/post-malone-8b5-sunflowerspidermanintothespiderverse-kpv-180x180.jpg
2018-11-07,Taste,Tyga Featuring Offset,17,17,6,22,https://charts-static.billboard.com/img/2018/06/tyga-ntw-taste-bdl-180x180.jpg
2018-11-07,Trip,Ella Mai,18,15,12,10,https://charts-static.billboard.com/img/2016/12/ella-mai-4oz-180x180.jpg
2018-11-07,Sad!,XXXTENTACION,19,19,1,35,https://charts-static.billboard.com/img/2018/03/xxxtentacion-dms-180x180.jpg
2018-11-07,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,20,42,18,7,https://charts-static.billboard.com/img/2005/02/gucci-mane-lyh-180x180.jpg
2018-11-07,Fine China,Future & Juice WRLD,21,9,9,2,https://charts-static.billboard.com/img/1988/03/future-f8b-180x180.jpg
2018-11-07,Close Friends,Lil Baby,22,16,8,4,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg
2018-11-07,I Like It,Cardi B| Bad Bunny & J Balvin,23,23,2,30,https://charts-static.billboard.com/img/2018/04/cardi-b-7bz-ilikeit-ppy-180x180.jpg
2018-11-07,Nonstop,Drake,24,25,1,18,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2018-11-07,Moonlight,XXXTENTACION,25,24,4,22,https://charts-static.billboard.com/img/2018/03/xxxtentacion-dms-180x180.jpg
2018-11-07,Last Memory,TakeOff,26,26,1,-,https://charts-static.billboard.com/img/2018/11/takeoff-000-last-memory-9p6-180x180.jpg
2018-11-07,Yes Indeed,Lil Baby & Drake,27,28,1,25,https://charts-static.billboard.com/img/2018/05/lilbaby-kyx-yesindeed-nlh-180x180.jpg
2018-11-07,Eastside,benny blanco| Halsey & Khalid,28,27,16,15,https://charts-static.billboard.com/img/2018/07/benny-blanco-dzd-eastside-70k-180x180.jpg
2018-11-07,I Love It,Kanye West & Lil Pump,29,26,1,8,https://charts-static.billboard.com/img/2003/03/kanye-west-0wf-180x180.jpg
2018-11-07,Thriller,Michael Jackson,30,14,5,-,https://charts-static.billboard.com/img/1984/02/michael-jackson-52j-thriller-kni-180x180.jpg
2018-11-07,Never Recover,Lil Baby & Gunna Featuring Drake,31,22,3,4,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg
2018-11-07,When The Party's Over,Billie Eilish,32,43,32,2,https://charts-static.billboard.com/img/2017/02/billie-eilish-lrt-180x180.jpg
2018-11-07,Rockstar,Post Malone Featuring 21 Savage,33,31,1,59,https://charts-static.billboard.com/img/2015/06/post-malone-8b5-180x180.jpg
2018-11-07,Baby Shark,Pinkfong,34,49,34,2,https://charts-static.billboard.com/img/2018/10/pinkfong-2rz-babyshark-19e-180x180.jpg
2018-11-07,Believer,Imagine Dragons,35,34,13,74,https://charts-static.billboard.com/img/2017/02/imagine-dragons-ud7-believer-koo-180x180.jpg
2018-11-07,Youngblood,5 Seconds Of Summer,36,36,27,17,https://charts-static.billboard.com/img/2013/11/5-seconds-of-summer-x63-180x180.jpg
2018-11-07,Big Bank,YG Featuring 2 Chainz| Big Sean & Nicki Minaj,37,33,14,18,https://charts-static.billboard.com/img/2010/07/yg-03v-180x180.jpg
2018-11-07,STOOPID,6ix9ine Featuring Bobby Shmurda,38,20,11,4,https://charts-static.billboard.com/img/2017/12/6ix9ine-4dg-180x180.jpg
2018-11-07,Better,Khalid,39,21,21,5,https://charts-static.billboard.com/img/2016/07/khalid-f4f-106x106.jpg
2018-11-07,Perfect,Ed Sheeran Duet With Beyonce,40,38,1,58,https://charts-static.billboard.com/img/2011/07/ed-sheeran-w3r-180x180.jpg
2018-11-07,God's Plan,Drake,41,41,1,41,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2018-11-07,Meant To Be,Bebe Rexha & Florida Georgia Line,42,46,11,48,https://charts-static.billboard.com/img/2017/10/bebe-rexha-tjw-meanttobe-v0n-180x180.jpg
2018-11-07,Shallow,Lady Gaga & Bradley Cooper,43,30,28,4,https://charts-static.billboard.com/img/2008/04/lady-gaga-b8x-180x180.jpg
2018-11-07,Psycho,Post Malone Featuring Ty Dolla $ign,44,44,2,35,https://charts-static.billboard.com/img/2015/06/post-malone-8b5-180x180.jpg
2018-11-07,Beautiful,Bazzi Featuring Camila Cabello,45,40,37,9,https://charts-static.billboard.com/img/2016/12/bazzi-3p6-180x180.jpg
2018-11-07,Mona Lisa,Lil Wayne Featuring Kendrick Lamar,46,29,1,5,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2018-11-07,Leave Me Alone,Flipp Dinero,47,47,1,-,https://charts-static.billboard.com/img/2018/09/flipp-dinero-amv-180x180.jpg
2018-11-07,Boo'd Up,Ella Mai,48,39,5,27,https://charts-static.billboard.com/img/2016/12/ella-mai-4oz-180x180.jpg
2018-11-07,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,49,1,84,-,https://charts-static.billboard.com/img/2017/01/luis-fonsi-nni-despacito-93f-180x180.jpg
2018-11-07,Uproar,Lil Wayne,50,32,4,5,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2018-11-14,Thank U; Next,Ariana Grande,1,1,1,-,https://charts-static.billboard.com/img/2011/02/ariana-grande-nxo-180x180.jpg
2018-11-14,Drip Too Hard,Lil Baby & Gunna,2,2,1,8,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg
2018-11-14,ZEZE,Kodak Black Featuring Travis Scott & Offset,3,1,1,4,https://charts-static.billboard.com/img/2016/06/kodak-black-3si-180x180.jpg
2018-11-14,Mo Bamba,Sheck Wes,4,4,4,10,https://charts-static.billboard.com/img/2018/09/sheck-wes-fiq-180x180.jpg
2018-11-14,Sicko Mode,Travis Scott,5,3,2,14,https://charts-static.billboard.com/img/2013/07/travis-scott-lu8-180x180.jpg
2018-11-14,Lucid Dreams,Juice WRLD,6,5,1,25,https://charts-static.billboard.com/img/2018/05/juice-wrld-as8-lucid-dreams-q7f-180x180.jpg
2018-11-14,Without Me,Halsey,7,9,7,5,https://charts-static.billboard.com/img/2018/10/halsey-000-without-me-fsb-180x180.jpg
2018-11-14,Taki Taki,DJ Snake Featuring Selena Gomez| Ozuna & Cardi B,8,6,5,6,https://charts-static.billboard.com/img/2013/12/dj-snake-ncv-87x87.jpg
2018-11-14,MIA,Bad Bunny Featuring Drake,9,7,3,4,https://charts-static.billboard.com/img/2018/10/bad-bunny-xva-mia-n47-180x180.jpg
2018-11-14,Happier,Marshmello & Bastille,10,11,10,9,https://charts-static.billboard.com/img/2018/08/marshmello-fo3-happier-p74-180x180.jpg
2018-11-14,Money,Cardi B,11,8,8,2,https://charts-static.billboard.com/img/2018/11/cardi-b-7bz-money-z9y-180x180.jpg
2018-11-14,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,12,20,12,8,https://charts-static.billboard.com/img/2005/02/gucci-mane-lyh-180x180.jpg
2018-11-14,Girls Like You,Maroon 5 Featuring Cardi B,13,13,5,23,https://charts-static.billboard.com/img/2018/06/maroon-5-kks-girls-like-you-32b-180x180.jpg
2018-11-14,In My Feelings,Drake,14,12,1,19,https://charts-static.billboard.com/img/2018/07/drake-04g-in-my-feelings-591-180x180.jpg
2018-11-14,Don't Come Out The House,Metro Boomin Featuring 21 Savage,15,15,1,-,https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg
2018-11-14,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,16,16,8,3,https://charts-static.billboard.com/img/2018/10/post-malone-8b5-sunflowerspidermanintothespiderverse-kpv-180x180.jpg
2018-11-14,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,17,10,2,16,https://charts-static.billboard.com/img/2018/08/tekashi-6ix9ine-4dg-fefe-gpc-180x180.jpg
2018-11-14,10 Freaky Girls,Metro Boomin Featuring 21 Savage,18,18,1,-,https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg
2018-11-14,Better Now,Post Malone,19,15,4,28,https://charts-static.billboard.com/img/2015/06/post-malone-8b5-180x180.jpg
2018-11-14,Space Cadet,Metro Boomin Featuring Gunna,20,20,1,-,https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg
2018-11-14,Trip,Ella Mai,21,18,12,11,https://charts-static.billboard.com/img/2016/12/ella-mai-4oz-180x180.jpg
2018-11-14,Taste,Tyga Featuring Offset,22,17,6,23,https://charts-static.billboard.com/img/2018/06/tyga-ntw-taste-bdl-180x180.jpg
2018-11-14,Sad!,XXXTENTACION,23,19,1,36,https://charts-static.billboard.com/img/2018/03/xxxtentacion-dms-180x180.jpg
2018-11-14,Close Friends,Lil Baby,24,22,8,5,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg
2018-11-14,Eastside,benny blanco| Halsey & Khalid,25,28,16,16,https://charts-static.billboard.com/img/2018/07/benny-blanco-dzd-eastside-70k-180x180.jpg
2018-11-14,Yes Indeed,Lil Baby & Drake,26,27,1,26,https://charts-static.billboard.com/img/2018/05/lilbaby-kyx-yesindeed-nlh-180x180.jpg
2018-11-14,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,27,14,14,2,https://charts-static.billboard.com/img/2017/01/xxxtentacion-dms-180x180.jpg
2018-11-14,I Like It,Cardi B| Bad Bunny & J Balvin,28,23,2,31,https://charts-static.billboard.com/img/2018/04/cardi-b-7bz-ilikeit-ppy-180x180.jpg
2018-11-14,Moonlight,XXXTENTACION,29,25,4,23,https://charts-static.billboard.com/img/2018/03/xxxtentacion-dms-180x180.jpg
2018-11-14,Overdue,Metro Boomin Featuring Travis Scott,30,30,1,-,https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg
2018-11-14,Nonstop,Drake,31,24,1,19,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2018-11-14,Leave Me Alone,Flipp Dinero,32,47,32,2,https://charts-static.billboard.com/img/2018/09/flipp-dinero-amv-180x180.jpg
2018-11-14,Last Memory,TakeOff,33,26,26,2,https://charts-static.billboard.com/img/2018/11/takeoff-000-last-memory-9p6-180x180.jpg
2018-11-14,Fine China,Future & Juice WRLD,34,21,9,3,https://charts-static.billboard.com/img/1988/03/future-f8b-180x180.jpg
2018-11-14,Never Recover,Lil Baby & Gunna Featuring Drake,35,31,3,5,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg
2018-11-14,Baby Shark,Pinkfong,36,34,34,3,https://charts-static.billboard.com/img/2018/10/pinkfong-2rz-babyshark-19e-180x180.jpg
2018-11-14,I Love It,Kanye West & Lil Pump,37,29,1,9,https://charts-static.billboard.com/img/2003/03/kanye-west-0wf-180x180.jpg
2018-11-14,Rockstar,Post Malone Featuring 21 Savage,38,33,1,60,https://charts-static.billboard.com/img/2015/06/post-malone-8b5-180x180.jpg
2018-11-14,When The Party's Over,Billie Eilish,39,32,32,3,https://charts-static.billboard.com/img/2017/02/billie-eilish-lrt-180x180.jpg
2018-11-14,Youngblood,5 Seconds Of Summer,40,36,27,18,https://charts-static.billboard.com/img/2013/11/5-seconds-of-summer-x63-180x180.jpg
2018-11-14,Bohemian Rhapsody,Queen,41,12,2,-,https://charts-static.billboard.com/img/1976/01/queen-az3-bohemianrhapsody-ecb-180x180.jpg
2018-11-14,Believer,Imagine Dragons,42,35,13,75,https://charts-static.billboard.com/img/2017/02/imagine-dragons-ud7-believer-koo-180x180.jpg
2018-11-14,Perfect,Ed Sheeran Duet With Beyonce,43,40,1,59,https://charts-static.billboard.com/img/2011/07/ed-sheeran-w3r-180x180.jpg
2018-11-14,Dreamcatcher,Metro Boomin Featuring Swae Lee & Travis Scott,44,44,1,-,https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg
2018-11-14,Better,Khalid,45,39,21,6,https://charts-static.billboard.com/img/2016/07/khalid-f4f-106x106.jpg
2018-11-14,Breathin,Ariana Grande,46,14,5,-,https://charts-static.billboard.com/img/2018/09/ariana-grande-ypy-180x180.jpg
2018-11-14,That's On Me,Yella Beezy,47,47,1,-,https://charts-static.billboard.com/img/2018/06/yella-beezy-r79-180x180.jpg
2018-11-14,Shallow,Lady Gaga & Bradley Cooper,48,43,28,5,https://charts-static.billboard.com/img/2008/04/lady-gaga-b8x-180x180.jpg
2018-11-14,God Is A Woman,Ariana Grande,49,8,12,-,https://charts-static.billboard.com/img/2018/07/ariana-grande-nxo-god-is-a-woman-nlc-180x180.jpg
2018-11-14,Meant To Be,Bebe Rexha & Florida Georgia Line,50,42,11,49,https://charts-static.billboard.com/img/2017/10/bebe-rexha-tjw-meanttobe-v0n-180x180.jpg
2018-11-21,Thank U; Next,Ariana Grande,1,1,1,2,https://charts-static.billboard.com/img/2011/02/ariana-grande-nxo-180x180.jpg
2018-11-21,Mo Bamba,Sheck Wes,2,4,2,11,https://charts-static.billboard.com/img/2018/09/sheck-wes-fiq-180x180.jpg
2018-11-21,Drip Too Hard,Lil Baby & Gunna,3,2,1,9,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg
2018-11-21,Sicko Mode,Travis Scott,4,5,2,15,https://charts-static.billboard.com/img/2013/07/travis-scott-lu8-180x180.jpg
2018-11-21,ZEZE,Kodak Black Featuring Travis Scott & Offset,5,3,1,5,https://charts-static.billboard.com/img/2016/06/kodak-black-3si-180x180.jpg
2018-11-21,BAD!,XXXTENTACION,6,6,1,-,https://charts-static.billboard.com/img/2018/11/xxxtentacion-dms-180x180.jpg
2018-11-21,Lucid Dreams,Juice WRLD,7,6,1,26,https://charts-static.billboard.com/img/2018/05/juice-wrld-as8-lucid-dreams-q7f-180x180.jpg
2018-11-21,Without Me,Halsey,8,7,7,6,https://charts-static.billboard.com/img/2018/10/halsey-000-without-me-fsb-180x180.jpg
2018-11-21,Taki Taki,DJ Snake Featuring Selena Gomez| Ozuna & Cardi B,9,8,5,7,https://charts-static.billboard.com/img/2013/12/dj-snake-ncv-87x87.jpg
2018-11-21,Happier,Marshmello & Bastille,10,10,10,10,https://charts-static.billboard.com/img/2018/08/marshmello-fo3-happier-p74-180x180.jpg
2018-11-21,MIA,Bad Bunny Featuring Drake,11,9,3,5,https://charts-static.billboard.com/img/2018/10/bad-bunny-xva-mia-n47-180x180.jpg
2018-11-21,Money,Cardi B,12,11,8,3,https://charts-static.billboard.com/img/2018/11/cardi-b-7bz-money-z9y-180x180.jpg
2018-11-21,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,13,12,12,9,https://charts-static.billboard.com/img/2005/02/gucci-mane-lyh-180x180.jpg
2018-11-21,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,14,16,8,4,https://charts-static.billboard.com/img/2018/10/post-malone-8b5-sunflowerspidermanintothespiderverse-kpv-180x180.jpg
2018-11-21,In My Feelings,Drake,15,14,1,20,https://charts-static.billboard.com/img/2018/07/drake-04g-in-my-feelings-591-180x180.jpg
2018-11-21,Girls Like You,Maroon 5 Featuring Cardi B,16,13,5,24,https://charts-static.billboard.com/img/2018/06/maroon-5-kks-girls-like-you-32b-180x180.jpg
2018-11-21,Armed And Dangerous,Juice WRLD,17,17,1,-,https://charts-static.billboard.com/img/2018/05/juice-wrld-as8-180x180.jpg
2018-11-21,Better Now,Post Malone,18,19,4,29,https://charts-static.billboard.com/img/2015/06/post-malone-8b5-180x180.jpg
2018-11-21,Trip,Ella Mai,19,21,12,12,https://charts-static.billboard.com/img/2016/12/ella-mai-4oz-180x180.jpg
2018-11-21,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,20,17,2,17,https://charts-static.billboard.com/img/2018/08/tekashi-6ix9ine-4dg-fefe-gpc-180x180.jpg
2018-11-21,Taste,Tyga Featuring Offset,21,22,6,24,https://charts-static.billboard.com/img/2018/06/tyga-ntw-taste-bdl-180x180.jpg
2018-11-21,Topanga,Trippie Redd,22,22,1,-,https://charts-static.billboard.com/img/2017/09/trippie-redd-ck3-180x180.jpg
2018-11-21,Sad!,XXXTENTACION,23,23,1,37,https://charts-static.billboard.com/img/2018/03/xxxtentacion-dms-180x180.jpg
2018-11-21,Yes Indeed,Lil Baby & Drake,24,26,1,27,https://charts-static.billboard.com/img/2018/05/lilbaby-kyx-yesindeed-nlh-180x180.jpg
2018-11-21,1400 / 999 Freestyle,Trippie Redd Featuring Juice WRLD,25,25,1,-,https://charts-static.billboard.com/img/2017/09/trippie-redd-ck3-180x180.jpg
2018-11-21,Breathin,Ariana Grande,26,46,14,6,https://charts-static.billboard.com/img/2018/09/ariana-grande-ypy-180x180.jpg
2018-11-21,Moonlight,XXXTENTACION,27,29,4,24,https://charts-static.billboard.com/img/2018/03/xxxtentacion-dms-180x180.jpg
2018-11-21,Eastside,benny blanco| Halsey & Khalid,28,25,16,17,https://charts-static.billboard.com/img/2018/07/benny-blanco-dzd-eastside-70k-180x180.jpg
2018-11-21,10 Freaky Girls,Metro Boomin Featuring 21 Savage,29,18,18,2,https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg
2018-11-21,Leave Me Alone,Flipp Dinero,30,32,30,3,https://charts-static.billboard.com/img/2018/09/flipp-dinero-amv-180x180.jpg
2018-11-21,Close Friends,Lil Baby,31,24,8,6,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg
2018-11-21,Nonstop,Drake,32,31,1,20,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2018-11-21,I Like It,Cardi B| Bad Bunny & J Balvin,33,28,2,32,https://charts-static.billboard.com/img/2018/04/cardi-b-7bz-ilikeit-ppy-180x180.jpg
2018-11-21,Don't Come Out The House,Metro Boomin Featuring 21 Savage,34,15,15,2,https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg
2018-11-21,Bohemian Rhapsody,Queen,35,41,12,3,https://charts-static.billboard.com/img/1976/01/queen-az3-bohemianrhapsody-ecb-180x180.jpg
2018-11-21,When The Party's Over,Billie Eilish,36,39,32,4,https://charts-static.billboard.com/img/2017/02/billie-eilish-lrt-180x180.jpg
2018-11-21,Space Cadet,Metro Boomin Featuring Gunna,37,20,20,2,https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg
2018-11-21,Baby Shark,Pinkfong,38,36,34,4,https://charts-static.billboard.com/img/2018/10/pinkfong-2rz-babyshark-19e-180x180.jpg
2018-11-21,Natural,Imagine Dragons,39,33,9,-,https://charts-static.billboard.com/img/1840/12/imagine-dragons-hy6-180x180.jpg
2018-11-21,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,40,27,14,3,https://charts-static.billboard.com/img/2017/01/xxxtentacion-dms-180x180.jpg
2018-11-21,Believer,Imagine Dragons,41,42,13,76,https://charts-static.billboard.com/img/2017/02/imagine-dragons-ud7-believer-koo-180x180.jpg
2018-11-21,Never Recover,Lil Baby & Gunna Featuring Drake,42,35,3,6,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg
2018-11-21,Perfect,Ed Sheeran Duet With Beyonce,43,43,1,60,https://charts-static.billboard.com/img/2011/07/ed-sheeran-w3r-180x180.jpg
2018-11-21,Youngblood,5 Seconds Of Summer,44,40,27,19,https://charts-static.billboard.com/img/2013/11/5-seconds-of-summer-x63-180x180.jpg
2018-11-21,Rockstar,Post Malone Featuring 21 Savage,45,38,1,61,https://charts-static.billboard.com/img/2015/06/post-malone-8b5-180x180.jpg
2018-11-21,Better,Khalid,46,45,21,7,https://charts-static.billboard.com/img/2016/07/khalid-f4f-106x106.jpg
2018-11-21,Love Scars 3,Trippie Redd,47,47,1,-,https://charts-static.billboard.com/img/2017/09/trippie-redd-ck3-180x180.jpg
2018-11-21,Fine China,Future & Juice WRLD,48,34,9,4,https://charts-static.billboard.com/img/1988/03/future-f8b-180x180.jpg
2018-11-21,God Is A Woman,Ariana Grande,49,49,8,13,https://charts-static.billboard.com/img/2018/07/ariana-grande-nxo-god-is-a-woman-nlc-180x180.jpg
2018-11-21,Falling Down,Lil Peep & XXXTENTACION,50,5,7,-,https://charts-static.billboard.com/img/2016/12/lil-peep-tnx-180x180.jpg
2018-11-28,Thank U; Next,Ariana Grande,1,1,1,3,https://charts-static.billboard.com/img/2011/02/ariana-grande-nxo-180x180.jpg
2018-11-28,Mo Bamba,Sheck Wes,2,2,2,12,https://charts-static.billboard.com/img/2018/09/sheck-wes-fiq-180x180.jpg
2018-11-28,Drip Too Hard,Lil Baby & Gunna,3,3,1,10,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg
2018-11-28,Sicko Mode,Travis Scott,4,4,2,16,https://charts-static.billboard.com/img/2013/07/travis-scott-lu8-180x180.jpg
2018-11-28,ZEZE,Kodak Black Featuring Travis Scott & Offset,5,5,1,6,https://charts-static.billboard.com/img/2016/06/kodak-black-3si-180x180.jpg
2018-11-28,Lucid Dreams,Juice WRLD,6,7,1,27,https://charts-static.billboard.com/img/2018/05/juice-wrld-as8-lucid-dreams-q7f-180x180.jpg
