,Unnamed: 0,spotify_genre,track_duration_s,explicit_track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spotify_popularity,main_artist,artist_list,song,index_empty_val
157,,['pop'],187.342,False,0.707,0.811,4,-5.298,0,0.0304,0.311,0.0152,0.131,0.899,113.971,67,Harry Styles,,Daydreaming,1520
158,,['pop'],191.638,False,0.555,0.536,7,-8.233,1,0.0452,0.669,0.0,0.0623,0.203,118.057,69,Harry Styles,,Love Of My Life,1521
159,,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",202.285,True,0.852,0.421,10,-9.153,0,0.208,0.428,2.28e-06,0.106,0.457,95.977,75,Kendrick Lamar,,Rich Spirit,1522
160,,['pop'],194.543,False,0.417,0.202,0,-10.976,1,0.0357,0.935,0.0,0.108,0.323,118.029,64,Harry Styles,,Boyfriends,1523
161,,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",135.053,True,0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,64,Jack Harlow,,Dua Lipa,1524
162,,"['hawaiian hip hop', 'pop rap']",143.414,True,0.891,0.62,8,-6.822,1,0.157,0.176,1.59e-06,0.103,0.535,82.035,64,Russ,,HANDSOMER (Remix) (Feat. Ktlyn),1525
163,,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",236.186,True,0.773,0.707,11,-5.71,1,0.0568,0.0103,1.04e-05,0.296,0.113,76.977,61,Future,,I'M ON ONE (feat. Drake),1526
164,,"['reggaeton', 'trap latino', 'urbano latino']",339.611,True,0.797,0.616,1,-10.229,0,0.375,0.762,0.000293,0.0979,0.451,103.071,76,Bad Bunny,,Andrea,1527
165,,"['contemporary country', 'country', 'country road', 'modern country rock']",182.93,False,0.605,0.786,4,-4.138,1,0.0379,0.00276,0.0,0.347,0.512,116.995,54,Keith Urban,,Wild Hearts,1528
166,,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",222.497,True,0.514,0.779,10,-4.365,0,0.344,0.181,0.0,0.099,0.517,152.869,70,Kendrick Lamar,,Father Time (feat. Sampha),1529
167,,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",283.642,True,0.776,0.431,4,-7.544,0,0.091,0.671,0.0,0.153,0.495,133.999,76,Kendrick Lamar,,Count Me Out,1530
168,,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",255.377,True,0.529,0.845,8,-8.142,1,0.404,0.244,0.0,0.143,0.331,85.63,74,Kendrick Lamar,,United In Grief,1531
